pl,sg,broad_category,category,synset
gravities,gravity,noun.phenomenon,noun.phenomenon.physical_phenomenon,gravity.n.01
tequilas,tequila,noun.food,noun.food.fluid,tequila.n.01
proliferations,proliferation,noun.process,noun.process.organic_process,proliferation.n.01
lampposts,lamppost,noun.artifact,noun.artifact.support,lamppost.n.01
cays,cay,noun.object,noun.object.geological_formation,key.n.08
nights,night,noun.time,noun.time,night.n.01
dormitories,dormitory,noun.artifact,noun.artifact.housing,dormitory.n.01
sovereigns,sovereign,noun.person,noun.person.communicator,sovereign.n.01
snouts,snout,noun.animal,noun.animal,snout.n.01
bullhorns,bullhorn,noun.artifact,noun.artifact.electrical_device,bullhorn.n.01
warthogs,warthog,noun.animal,noun.animal.ungulate,warthog.n.01
fells,fell,noun.substance,noun.substance.animal_material,hide.n.01
legalisms,legalism,noun.cognition,noun.cognition.attitude,legalism.n.01
evildoers,evildoer,noun.person,noun.person.bad_person,sinner.n.01
fakers,faker,noun.person,noun.person.bad_person,imposter.n.01
goofballs,goofball,noun.person,noun.person.simpleton,fathead.n.01
calibrations,calibration,noun.act,noun.act,calibration.n.01
sanctums,sanctum,noun.location,noun.location.region,sanctum.n.01
breakwaters,breakwater,noun.artifact,noun.artifact.obstruction,breakwater.n.01
rebuffs,rebuff,noun.act,noun.act.behavior,rebuff.n.01
altars,altar,noun.artifact,noun.artifact.furnishing,altar.n.01
symposiums,symposium,noun.group,noun.group.gathering,symposium.n.01
murmurings,murmuring,noun.event,noun.event.sound,mutter.n.01
wisecracks,wisecrack,noun.communication,noun.communication.statement,wisecrack.n.01
paperbacks,paperback,noun.artifact,noun.artifact.product,paperback_book.n.01
moats,moat,noun.artifact,noun.artifact.excavation,moat.n.01
plaints,plaint,noun.communication,noun.communication.statement,plaint.n.01
arpeggios,arpeggio,noun.communication,noun.communication.writing,arpeggio.n.01
warners,warner,noun.person,noun.person,warner.n.01
prizefighters,prizefighter,noun.person,noun.person.combatant,prizefighter.n.01
tenderloins,tenderloin,noun.location,noun.location.region,combat_zone.n.01
arrowheads,arrowhead,noun.artifact,noun.artifact.region,arrowhead.n.01
clamps,clamp,noun.artifact,noun.artifact.holding_device,clamp.n.01
angioplasties,angioplasty,noun.act,noun.act.procedure,angioplasty.n.01
oldtimers,oldtimer,noun.person,noun.person.expert,veteran.n.03
asylums,asylum,noun.artifact,noun.artifact.shelter,refuge.n.03
pakistanis,pakistani,noun.person,noun.person.inhabitant,pakistani.n.01
uproars,uproar,noun.state,noun.state.disorder,tumult.n.01
pornographers,pornographer,noun.person,noun.person.communicator,pornographer.n.01
tunings,tuning,noun.act,noun.act,tuning.n.01
petrochemicals,petrochemical,noun.substance,noun.substance,petrochemical.n.01
conservations,conservation,noun.event,noun.event.change,conservation.n.01
cockfights,cockfight,noun.event,noun.event.social_event,cockfight.n.01
macaroons,macaroon,noun.food,noun.food.baked_goods,macaroon.n.01
opticians,optician,noun.person,noun.person.skilled_worker,optician.n.01
hussies,hussy,noun.person,noun.person.bad_person,adulteress.n.01
wringers,wringer,noun.artifact,noun.artifact.durables,wringer.n.01
brawlers,brawler,noun.person,noun.person.combatant,brawler.n.01
derailments,derailment,noun.event,noun.event.trouble,derailment.n.01
cornerbacks,cornerback,noun.person,noun.person.contestant,cornerback.n.01
secondaries,secondary,noun.group,noun.group.arrangement,secondary.n.01
quintets,quintet,noun.communication,noun.communication.auditory_communication,quintet.n.01
roadrunners,roadrunner,noun.animal,noun.animal,roadrunner.n.01
tithes,tithe,noun.possession,noun.possession.liabilities,tithe.n.01
defamations,defamation,noun.communication,noun.communication.disrespect,defamation.n.01
highballs,highball,noun.food,noun.food.fluid,highball.n.01
rands,rand,noun.quantity,noun.quantity.monetary_unit,rand.n.01
airbrushes,airbrush,noun.artifact,noun.artifact,airbrush.n.01
ducats,ducat,noun.possession,noun.possession.system_of_measurement,ducat.n.01
dysfunctions,dysfunction,noun.state,noun.state.pathology,dysfunction.n.01
advocacies,advocacy,noun.act,noun.act.aid,advocacy.n.01
foxtails,foxtail,noun.plant,noun.plant.gramineous_plant,foxtail.n.01
talls,tall,noun.attribute,noun.attribute,tall.n.01
pollens,pollen,noun.plant,noun.plant.reproductive_structure,pollen.n.01
convocations,convocation,noun.group,noun.group.gathering,convocation.n.01
homebuilders,homebuilder,noun.person,noun.person.party,homebuilder.n.01
mitigations,mitigation,noun.act,noun.act.change_of_magnitude,extenuation.n.02
repeaters,repeater,noun.person,noun.person,repeater.n.01
saxes,sax,noun.person,noun.person,sax.n.01
pixies,pixie,noun.person,noun.person.belief,elf.n.01
fielders,fielder,noun.person,noun.person.contestant,fielder.n.01
afterburners,afterburner,noun.artifact,noun.artifact,afterburner.n.01
derricks,derrick,noun.artifact,noun.artifact.supporting_structure,derrick.n.01
diplomacies,diplomacy,noun.communication,noun.communication.auditory_communication,diplomacy.n.01
aftermaths,aftermath,noun.phenomenon,noun.phenomenon.consequence,aftermath.n.01
whiteouts,whiteout,noun.phenomenon,noun.phenomenon.physical_phenomenon,whiteout.n.01
sses,ss,noun.group,noun.group.unit,united_states_secret_service.n.01
surfactants,surfactant,noun.substance,noun.substance.chemical_agent,wetting_agent.n.01
membranes,membrane,noun.artifact,noun.artifact.sheet,membrane.n.01
exs,ex,noun.person,noun.person.adult,ex-husband.n.01
slumps,slump,noun.process,noun.process,slump.n.01
botanists,botanist,noun.person,noun.person.scientist,botanist.n.01
tinderboxes,tinderbox,noun.state,noun.state.difficulty,tinderbox.n.01
smudges,smudge,noun.event,noun.event.fire,smudge.n.01
factoids,factoid,noun.communication,noun.communication.information,factoid.n.01
stanzas,stanza,noun.communication,noun.communication.matter,stanza.n.01
clobbers,clobber,noun.possession,noun.possession.property,stuff.n.03
filenames,filename,noun.communication,noun.communication.language_unit,filename.n.01
soloists,soloist,noun.person,noun.person.entertainer,soloist.n.01
paraprofessionals,paraprofessional,noun.person,noun.person.assistant,paraprofessional.n.01
brigs,brig,noun.artifact,noun.artifact.conveyance,brig.n.01
stabilities,stability,noun.attribute,noun.attribute,stability.n.01
exteriors,exterior,noun.location,noun.location.region,outside.n.01
plasterers,plasterer,noun.person,noun.person.skilled_worker,plasterer.n.01
endocrinologists,endocrinologist,noun.person,noun.person.adult,endocrinologist.n.01
marques,marque,noun.communication,noun.communication.language_unit,trade_name.n.01
gores,gore,noun.person,noun.person,gore.n.01
yews,yew,noun.plant,noun.plant.plant_material,yew.n.01
ergs,erg,noun.quantity,noun.quantity,erg.n.01
thinkings,thinking,noun.cognition,noun.cognition.process,thinking.n.01
mulls,mull,noun.object,noun.object.geological_formation,mull.n.01
attenders,attender,noun.person,noun.person.perceiver,hearer.n.01
carvers,carver,noun.person,noun.person,carver.n.01
affirmatives,affirmative,noun.communication,noun.communication.statement,affirmative.n.01
rowboats,rowboat,noun.artifact,noun.artifact.conveyance,dinghy.n.01
bounties,bounty,noun.possession,noun.possession.transferred_property,bounty.n.01
marinades,marinade,noun.food,noun.food.foodstuff,marinade.n.01
sendings,sending,noun.act,noun.act,sending.n.01
mulligans,mulligan,noun.food,noun.food.nutriment,mulligan_stew.n.01
junctions,junction,noun.artifact,noun.artifact.point,junction.n.01
percussions,percussion,noun.act,noun.act,percussion.n.01
stimuluses,stimulus,noun.cognition,noun.cognition.stimulation,stimulation.n.02
vamps,vamp,noun.person,noun.person.adult,coquette.n.01
serials,serial,noun.communication,noun.communication.social_event,serial.n.01
wrangles,wrangle,noun.communication,noun.communication.speech_act,quarrel.n.01
sinks,sink,noun.artifact,noun.artifact.fixture,sink.n.01
timings,timing,noun.attribute,noun.attribute,timing.n.01
moldings,molding,noun.act,noun.act.creation,molding.n.01
showgirls,showgirl,noun.person,noun.person.entertainer,chorus_girl.n.01
millibars,millibar,noun.quantity,noun.quantity,millibar.n.01
seances,seance,noun.group,noun.group.gathering,seance.n.01
scrubbers,scrubber,noun.person,noun.person,scrubber.n.01
lunchrooms,lunchroom,noun.artifact,noun.artifact.building,lunchroom.n.01
dismounts,dismount,noun.act,noun.act.change_of_state,dismount.n.01
kindergarteners,kindergartener,noun.person,noun.person.juvenile,preschooler.n.01
streetwalkers,streetwalker,noun.person,noun.person.adult,streetwalker.n.01
upshots,upshot,noun.phenomenon,noun.phenomenon,consequence.n.01
staves,stave,noun.communication,noun.communication.writing,staff.n.06
vestries,vestry,noun.group,noun.group.unit,vestry.n.01
kingmakers,kingmaker,noun.person,noun.person,warwick.n.01
technophobes,technophobe,noun.person,noun.person.disputant,technophobe.n.01
ringlets,ringlet,noun.shape,noun.shape.round_shape,coil.n.02
carpers,carper,noun.person,noun.person.unwelcome_person,carper.n.01
serpents,serpent,noun.animal,noun.animal.reptile,snake.n.01
saps,sap,noun.substance,noun.substance.mixture,sap.n.01
encapsulations,encapsulation,noun.state,noun.state,encapsulation.n.01
hotpots,hotpot,noun.food,noun.food.nutriment,hot_pot.n.01
contrails,contrail,noun.object,noun.object,contrail.n.01
toxicologies,toxicology,noun.cognition,noun.cognition.science,toxicology.n.01
blacklists,blacklist,noun.communication,noun.communication.information,blacklist.n.01
